City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1274,Sunrise Manor,US,89.11,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
1280,Veraval,IN,86.76,broken clouds,20.9,70.3667,Lords Inn Somnath
1281,Anloga,GH,78.51,overcast clouds,5.7947,0.8973,Pin Drop Hotel
1283,Palmer,US,69.17,scattered clouds,42.1584,-72.3287,Wedgewood Motel
1285,Touros,BR,73.65,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
1286,Mulanje,MW,70.41,scattered clouds,-16.0316,35.5,Mulanje Motel
1289,Acarau,BR,75.0,clear sky,-2.8856,-40.12,castelo pizzaria
1292,Key Largo,US,82.0,overcast clouds,25.0865,-80.4473,Bayside Inn Key Largo
1294,Biak,ID,82.69,scattered clouds,-0.9131,122.8766,Penginapan Kim
1298,Pauini,BR,74.64,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
1302,Gonen,TR,69.03,broken clouds,40.1049,27.654,Gönen Palmiye Butik Pansiyon
1303,Key West,US,82.4,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
1304,Ambulu,ID,87.48,few clouds,-8.345,113.6058,Hotel Ambulu Jember
1305,Venice,US,82.44,mist,27.0998,-82.4543,A Beach Retreat On Casey Key
1306,Champerico,GT,81.0,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
1308,Beyneu,KZ,73.17,clear sky,45.3167,55.2,NUR
1309,Sungaipenuh,ID,82.04,broken clouds,-2.0833,101.3833,Penginapan Citra Alam
1311,Morant Bay,JM,82.02,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
1315,Kalemie,CD,70.59,overcast clouds,-5.9475,29.1947,Mahobilali
1316,Yatou,CN,79.2,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
1318,Sao Gabriel Da Cachoeira,BR,69.73,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1319,Yulara,AU,74.5,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
1321,Avera,US,71.65,overcast clouds,33.194,-82.5271,
1323,Itaituba,BR,75.52,overcast clouds,-4.2761,-55.9836,Hotel Campos
1325,Pemba,MZ,74.3,clear sky,-12.974,40.5178,Guesthouse Samotina
1326,Ust-Koksa,RU,68.31,broken clouds,50.2696,85.6108,Uymonskaya Dolina
1328,Manaus,BR,79.29,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
1329,Tokonou,GN,69.31,overcast clouds,9.65,-9.7833,
1332,Lodja,CD,68.97,overcast clouds,-3.4833,23.4333,
1333,Abnub,EG,66.42,clear sky,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
1334,Mareeba,AU,80.44,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
1335,Ariquemes,BR,70.9,scattered clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
1336,La Asuncion,VE,80.33,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
1337,El Ejido,ES,66.74,clear sky,36.7763,-2.8146,Ejidohotel
1343,Akyab,MM,80.6,heavy intensity rain,20.15,92.9,Hotel Memory
1344,Luyang,CN,76.89,overcast clouds,27.6239,110.0989,Zhijia Fashion Hotel
1345,Suntar,RU,65.59,overcast clouds,62.1444,117.6319,Гостевая квартира
1346,Puerto Del Rosario,ES,67.75,overcast clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
1348,Riberalta,BO,74.71,overcast clouds,-10.9833,-66.1,Hotel Colonial
1349,Valentin Gomez Farias,MX,66.06,broken clouds,28.2167,-106.5833,
1351,Tala,EG,69.85,clear sky,30.6803,30.9429,وي
1356,Aksu,CN,85.8,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
1357,Trincomalee,LK,89.19,broken clouds,8.5711,81.2335,Welcombe Hotel
1358,Linda,US,75.31,haze,39.1277,-121.5508,Comfort Suites Marysville-Yuba City
1362,Los Llanos De Aridane,ES,65.95,overcast clouds,28.6585,-17.9182,Valle Aridane
1363,Princes Town,TT,75.61,overcast clouds,10.2667,-61.3833,Ronadl barreto
1365,Robertsport,LR,77.38,light rain,6.7533,-11.3686,Kwepunha Retreat
1366,Tabou,CI,75.13,light rain,4.423,-7.3528,hotêl doufoulougou
1367,Oranzherei,RU,66.42,scattered clouds,45.8476,47.5663,Usad'ba V Khmelevom
1368,Mitsamiouli,KM,79.12,overcast clouds,-11.3847,43.2844,Foyer ADM
1369,Koumac,NC,77.05,broken clouds,-20.5667,164.2833,Le Monitel
1371,Umm Lajj,SA,78.8,clear sky,25.0213,37.2685,Moon light Furnished Units
1372,Barroquinha,BR,70.92,few clouds,-3.0189,-41.1361,Pousada barroquinha
1373,Porbandar,IN,86.16,broken clouds,21.6422,69.6093,Lords Inn Porbandar
1374,Keffi,NG,73.17,light rain,8.8486,7.8736,Imam Family
1380,Alice Springs,AU,74.75,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
1381,Garowe,SO,84.87,overcast clouds,8.4054,48.4845,Curubo Hotel
1382,Amuntai,ID,88.99,broken clouds,-2.4177,115.2494,Hotel Balqis
1384,Surt,LY,68.86,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
1386,Galveston,US,77.99,overcast clouds,29.3669,-94.9669,Crystal Suites
1388,Hounde,BF,78.1,overcast clouds,11.5,-3.5167,Carrefour où ouvriers dorment
1391,Acapulco,MX,80.42,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
1392,Misasi,TZ,68.0,broken clouds,-3.0,33.0833,
1393,Auki,SB,83.3,scattered clouds,-8.7676,160.7034,Auki Motel
1395,Bakel,SN,79.86,few clouds,14.905,-12.4568,Ablaye Diallo Bakel
